,Description,age
454,"Commerce de gros d'animaux vivants, sauf bétail",10.09800918836141
455,Commerce de gros d'appareils d'éclairage,10.672701949860723
456,Commerce de gros d'appareils photographiques et cinématographiques et d'autres articles d'optique,19.653357531760435
457,"Commerce de gros d'appareils photographiques, cinématographiques et d'autres articles d'optique",29.092178770949722
458,Commerce de gros d'appareils électroménagers et audio-vidéo,20.614122681883025
459,"Commerce de gros d'appareils électroménagers, de radio et de télévision",29.56265854895992
460,Commerce de gros d'articles d'horlogerie et de bijouterie,17.968514715947983
461,"Commerce de gros d'articles de papeterie, de fournitures de bureau et de fournitures scolaires",31.555895865237368
462,Commerce de gros d'articles de sport et de camping,54.0
463,"Commerce de gros d'articles de sport et de camping, de cycles et de leurs pièces et accessoires, de jeux et de jouets",29.196588868940754
464,"Commerce de gros d'articles de sport et de camping, sauf cycles",20.321473951715376
465,Commerce de gros d'articles en papier ou en carton,13.467948717948717
466,Commerce de gros d'articles ménagers non électriques,25.297764227642276
467,"Commerce de gros d'automobiles et d'autres véhicules automobiles légers ( = 3,5 tonnes )",16.15239110163847
468,Commerce de gros d'autres biens domestiques n.c.a.,18.353693181818183
469,Commerce de gros d'autres composants et équipements électroniques,19.775757575757577
470,Commerce de gros d'autres machines et équipements de bureau,25.863199144994656
471,Commerce de gros d'autres machines et équipements n.c.a.,20.057765790065183
472,Commerce de gros d'autres matériaux de construction,11.70750237416904
473,Commerce de gros d'autres produits agricoles,11.299242424242424
474,Commerce de gros d'autres produits alimentaires n.c.a.,12.01457142857143
475,Commerce de gros d'autres produits intermédiaires n.c.a.,16.47697756788666
476,Commerce de gros d'autres produits intermédiaires n.d.a.,28.416184971098264
477,Commerce de gros d'autres textiles,9.057766367137356
478,"Commerce de gros d'autres véhicules automobiles ( > 3,5 tonnes )",12.492395437262358
479,Commerce de gros d'engrais et de produits phytosanitaires,13.253731343283581
480,"Commerce de gros d'habillement, d'accessoires d'habillement et d'articles en fourrure",26.92375
481,"Commerce de gros d'horlogerie, d'articles en métaux précieux et de bijoux",29.667979002624673
482,Commerce de gros d'huiles et de graisses brutes d'origine végétale ou animale,10.68235294117647
483,Commerce de gros d'huiles et de graisses comestibles,25.83606557377049
484,Commerce de gros d'huiles et de matières grasses comestibles,13.154205607476635
485,"Commerce de gros d'instruments de mesure, de contrôle et de navigation",16.944262295081966
486,"Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels",13.880192391779625
487,Commerce de gros d'épaves de véhicules automobiles et de pièces réutilisables,9.658536585365853
488,Commerce de gros d'équipements sanitaires,12.083175803402646
489,Commerce de gros de bois,26.826995179432245
490,Commerce de gros de boissons,29.680897646414888
491,"Commerce de gros de boissons, assortiment général",15.6672760511883
492,Commerce de gros de bétail,23.96301308073974
493,"Commerce de gros de café, de thé, de cacao et d'épices",14.177345537757438
494,"Commerce de gros de café, thé, cacao, épices",29.322097378277153
495,Commerce de gros de carrelages,11.598802395209582
496,Commerce de gros de chaussures,20.21797593772116
497,Commerce de gros de combustibles et de produits dérivés,35.131510416666664
498,"Commerce de gros de combustibles solides, liquides et gazeux et de produits annexes",22.421348314606742
499,Commerce de gros de composants et d'équipements électroniques et de télécommunication,11.086164043082022
500,Commerce de gros de cuirs et de peaux,25.161290322580644
501,Commerce de gros de cuirs et peaux,35.184615384615384
502,Commerce de gros de cycles,9.284424379232506
503,Commerce de gros de céréales et de semences,12.88195991091314
504,"Commerce de gros de céréales, semences et aliments pour le bétail",28.25876726886291
505,Commerce de gros de diamants,30.018
506,Commerce de gros de diamants et d'autres pierres précieuses,19.223650385604113
507,Commerce de gros de déchets et de débris métalliques et non-métalliques,22.46958377801494
508,Commerce de gros de déchets et débris,32.66306027820711
509,Commerce de gros de déchets et débris n.c.a.,11.516891891891891
510,Commerce de gros de fleurs et de plantes,16.952706253284287
511,Commerce de gros de fleurs et plantes,26.65430954587581
512,"Commerce de gros de fournitures et d'équipements divers pour l'industrie et de matériels de transport autres que les véhicules automobiles, les cycles et les motocycles",29.320924261874197
513,Commerce de gros de fournitures et d'équipements divers pour l'industrie n.d.a.,29.0
514,Commerce de gros de fournitures et d'équipements divers pour le commerce et les services n.d.a.,28.74418604651163
515,Commerce de gros de fournitures et équipements pour plomberie et chauffage,29.504725897920604
516,Commerce de gros de fournitures pour plomberie et chauffage,16.79593318809005
517,Commerce de gros de fournitures scolaires et de bureau,23.672919109026964
518,"Commerce de gros de fruits et de légumes, sauf pommes de terre de consommation",19.110004526935263
519,Commerce de gros de fruits et légumes,30.359670781893005
520,Commerce de gros de jeux et de jouets,10.086466165413533
521,"Commerce de gros de journaux, de livres et de périodiques",22.52173913043478
522,"Commerce de gros de journaux, livres et périodiques",32.36842105263158
523,Commerce de gros de linge de maison et de literie,25.020844468198824
524,Commerce de gros de machines d'emballage et d'appareils de pesage,13.444444444444445
525,Commerce de gros de machines et d'appareils de chauffage et de refroidissement à usage industriel,13.408026755852843
526,Commerce de gros de machines et matériel de bureau,28.0
527,"Commerce de gros de machines pour l'extraction, la construction et le génie civil",23.163248564397048
528,Commerce de gros de machines pour l'industrie textile et l'habillement,23.046666666666667
529,"Commerce de gros de machines pour l'industrie textile et l'habillement, de machines à coudre et à tricoter",32.855555555555554
530,"Commerce de gros de machines pour la production d'aliments, de boissons et de tabac",14.873362445414847
531,"Commerce de gros de machines, matériels et tracteurs agricoles",30.353346456692915
532,Commerce de gros de machines-outils,29.87619384506544
533,Commerce de gros de maroquinerie et d'articles de voyage,20.830049261083744
534,"Commerce de gros de matériaux de construction, assortiment général",21.66833425977395
535,Commerce de gros de matériel agricole,20.691397849462366
536,Commerce de gros de matériel de levage et de manutention,15.543071161048688
537,Commerce de gros de matériel médico-chirurgical et de fournitures dentaires,12.0
538,"Commerce de gros de matériel électrique et électronique, y compris le matériel d'installation",46.0
539,Commerce de gros de matériel électrique y compris le matériel d'installation,30.811262376237625
540,"Commerce de gros de matériel électrique, y compris le matériel d'installation",20.234104046242773
541,"Commerce de gros de meubles, d'appareils ménagers non électriques et de revêtements de sol, y compris les tapis",29.741219963031423
542,Commerce de gros de minerais et de métaux,20.69203539823009
543,Commerce de gros de mobilier de bureau,11.990963855421686
544,Commerce de gros de mobilier domestique,9.997745208568208
545,Commerce de gros de métaux et minerais,34.9601593625498
546,Commerce de gros de papiers peints et de produits d'entretien,31.781501340482574
547,"Commerce de gros de papiers peints, de peintures et de tissus d'ameublement",13.718283582089553
548,Commerce de gros de parfumerie et de produits de beauté,18.22720994475138
549,"Commerce de gros de peintures, vernis et matériaux de construction, y compris les appareils sanitaires",33.643467643467645
550,Commerce de gros de pièces détachées et accessoires pour véhicules automobiles,28.283408650742416
551,"Commerce de gros de poissons, crustacés et coquillages",28.2
552,"Commerce de gros de poissons, crustacés et mollusques",16.279317697228144
553,Commerce de gros de pommes de terre de consommation,13.926666666666666
554,Commerce de gros de pompes et de compresseurs,13.87557603686636
555,Commerce de gros de porcelaine et de verrerie,11.359832635983263
556,Commerce de gros de produits chimiques,29.591170825335894
557,Commerce de gros de produits chimiques industriels,19.34263565891473
558,Commerce de gros de produits d'entretien,20.614607614607614
559,"Commerce de gros de produits laitiers (lait, beurre, fromage, etc.)",12.0
560,Commerce de gros de produits laitiers et d'oeufs,19.57357679914071
561,Commerce de gros de produits laitiers et oeufs,30.527054108216433
562,Commerce de gros de produits pharmaceutiques,21.332072953736656
563,Commerce de gros de produits surgelés,27.255411255411257
564,Commerce de gros de produits à base de pommes de terre,20.85514018691589
565,Commerce de gros de produits à base de tabac,17.86
566,Commerce de gros de quincaillerie,25.57935684647303
567,Commerce de gros de sous-vêtements,9.292079207920793
568,"Commerce de gros de sucre, chocolat, confiserie",31.6828125
569,"Commerce de gros de sucre, de chocolat et de confiserie",17.85633116883117
570,Commerce de gros de supports enregistrés d'images et de sons,10.198581560283689
571,Commerce de gros de tabac,31.19178082191781
572,Commerce de gros de tabac non manufacturé,19.815384615384616
573,Commerce de gros de tapis,12.373684210526315
574,Commerce de gros de textiles,30.04090419806243
575,"Commerce de gros de tissus, d'étoffes et d'articles de mercerie",11.64488017429194
576,Commerce de gros de vaisselle et de verrerie de ménage,29.613513513513514
577,Commerce de gros de verre plat,12.38888888888889
578,Commerce de gros de viande de volaille et de gibier,17.267272727272726
579,Commerce de gros de viande de volailles et de gibiers,28.360655737704917
580,Commerce de gros de viande et de produits à base de viande et de charcuterie à l'exclusion de viande de volailles et de gibiers,32.57540826128722
581,"Commerce de gros de viandes et de produits à base de viande, sauf viande de volaille et de gibier",23.656493506493508
582,Commerce de gros de vin et de spiritueux,10.876656007309274
583,Commerce de gros de vêtements de travail,12.408060453400504
584,"Commerce de gros de vêtements, autres que vêtements de travail et sous-vêtements",15.612144102266125
585,Commerce de gros des véhicules automobiles,26.819182389937108
586,Commerce de gros non spécialisé,18.337981744421906
587,"Commerce de gros non spécialisé de denrées non-surgelées, boissons et tabac",18.80064308681672
588,Commerce de gros non spécialisé de denrées surgelées,15.331683168316832
589,Commerce de plats cuisinés frais et prêts à emporter,28.0
590,"Commerce de remorques, de semi-remorques et de caravanes",15.550588235294118
591,"Commerce de remorques, semi-remorques, caravanes et similaires",26.869481765834934
592,"Commerce, entretien et réparation de motocycles, y compris pièces et accessoires",23.962950017476405
593,Comptables,28.014443607133884
594,Conception et réalisation de décors,7.547048509643483
595,"Conception et réalisation de projets intéressant le génie électrique et électronique; le génie minier, chimique, mécanique et industriel, l'ingénierie de systèmes, les techniques de sécurité, etc.",24.0
596,Conditionnement à façon,24.314741035856574
597,Confection d'autres articles en textile,27.495555555555555
598,"Confection de linge de lit et de table, d'articles textiles à usage domestique",26.40740740740741
599,"Confection de vêtements de dessus pour hommes, femmes et enfants",30.80439121756487
600,Confection sur mesure,27.354545454545455
601,Conseil en relations publiques et en communication,7.100174815913546
602,Conseil en systèmes informatiques,19.505384615384614
603,Conseil informatique,8.241225190112054
604,Conseil pour les affaires et autres conseils de gestion,9.869418871068527
605,Conseillers fiscaux,24.927639383155398
606,"Conseils et assistance aux entreprises et aux services publics en matière de planification, d'organisation, de recherche du rendement, de contrôle, d'information du gestion, etc.",9.0
607,Construction aéronautique et spatiale,18.93
608,"Construction d'autoroutes, de routes, d'aérodromes et d'installations sportives",27.843832020997375
609,Construction d'autres immeubles résidentiels et d'immeubles de bureaux,25.412183544303797
610,Construction d'autres ouvrages de génie civil n.c.a.,8.269914926527456
611,"Construction d'ouvrages maritimes et fluviaux, sauf travaux de dragage",18.831196581196583
612,Construction de bateaux de plaisance,11.045454545454545
613,"Construction de bâtiments d'usage industriel, commercial ou agricole",27.178815489749432
614,Construction de cheminées décoratives et de feux ouverts,7.360759493670886
615,Construction de locomotives et d'autre matériel ferroviaire roulant,19.11111111111111
616,Construction de maisons individuelles,27.794825954359027
617,Construction de matériel ferroviaire roulant,37.86363636363637
618,Construction de navires et de structures flottantes,11.15625
619,Construction de ponts et de tunnels,14.0
620,Construction de routes et d'autoroutes,15.056028368794326
621,Construction de réseaux d'évacuation des eaux usées,6.962702322308234
622,Construction de réseaux de distribution d'eau et de gaz,7.416787264833575
623,Construction de réseaux pour fluides n.c.a.,6.628119293974437
624,Construction de réseaux électriques et de télécommunications,10.983210671573136
625,"Construction de tunnels, ponts, viaducs et similaires",29.688622754491018
626,Construction de voies ferrées de surface et souterraines,8.057142857142857
627,Construction de véhicules militaires de combat,23.75
628,Construction et assemblage de véhicules automobiles,24.44235924932976
629,Construction et réparation de bâteaux de plaisance et de sport,16.175
630,Construction et réparation de navires,16.579885877318116
631,Construction générale d'autres bâtiments non résidentiels,8.325575815738963
632,Construction générale d'immeubles de bureaux,5.59925
633,Construction générale de bâtiments résidentiels,11.525785148964058
634,Contrôle technique automobile et autres centres de diagnostic pour véhicules automobiles,39.84090909090909
635,Contrôle technique des véhicules automobiles,10.693379790940767
636,Courtage de valeurs mobilières et de marchandises,13.5625
637,"Crèches et garderies d'enfants, y compris les centres de jour pour enfants handicapés",30.46846846846847
638,"Création artistique, sauf activités de soutien",5.8779062130566135
639,"Création de modèles pour le textile, l'habillement, les bijoux, les meubles et les objets de décoration",18.412719891745603
640,Création de modèles pour les biens personnels et domestiques,6.688373521732453
641,"Création, implantation et entretien de jardins et parcs",39.0
642,Crédit à la consommation,32.57142857142857
643,Crédit-bail,31.206427688504327
644,Culture d'agrumes,7.7727272727272725
645,Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque,16.404360056258792
646,"Culture de céréales (à l'exception du riz) : blé dur, blé tendre, seigle, orge, avoine, maïs, etc.",17.8
647,"Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",19.447710330138445
648,Culture de céréales et cultures industrielles,19.447710330138445
649,Culture de fleurs,23.18488160291439
650,Culture de fruits,19.71134149387959
651,Culture de fruits oléagineux,6.192982456140351
652,Culture de fruits tropicaux et subtropicaux,26.10436025732666
653,Culture de fruits à pépins et à noyau,18.86591060707138
654,"Culture de graines oléagineuses et de légumineuses : arachides, fèves de soja, fèves de colza, etc.",18.0
655,Culture de la canne à sucre,9.56
656,Culture de la vigne,23.423542770628313
657,Culture de légumes,31.07998392282958
658,Culture de légumes à cosse secs tels que pois fourragers et haricots,12.0
659,"Culture de légumes, de melons, de racines et de tubercules",19.71134149387959
660,Culture de plantes à boissons,6.758064516129032
661,Culture de plantes à fibres,9.14723926380368
662,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",6.794366197183098
663,Culture de raisins de cuve et de raisins de table,19.0
664,Culture des champignons et des truffes,15.5
665,Culture du riz,13.368421052631579
666,Culture du tabac,15.785714285714286
667,Culture et élevage associés,30.198671984875382
668,Diffusion de programmes radio,16.566995768688294
669,"Discothèques, dancings et similaires",20.351071692535108
670,Distribution d'électricité,15.274074074074074
671,Distribution de combustibles gazeux par conduites,19.982608695652175
672,Distribution de films,24.908695652173915
673,"Distribution de films cinématographiques, de vidéo et de programmes de télévision",9.525359576078728
674,Distribution et commerce d'électricité,23.4
675,Distribution et commerce de combustibles gazeux,31.52542372881356
676,Décorateurs d'intérieurs,22.181420233463037
677,Décoration d'intérieur,6.357680569684639
678,Décoration d'étalage,12.447272727272727
679,Défense,25.133333333333333
680,Démantèlement d'épaves,7.646643109540636
681,Démolition d'immeubles,16.15239110163847
682,Déménagement,27.903225806451612
683,Dépollution et activités similaires,7.102593440122044
684,Dépollution et autres services de gestion des déchets,9.129411764705882
685,Edition de logiciels,16.822095857026806
686,Edition musicale,10.804145077720207
687,Elaboration et transformation de matières nucléaires,36.5
688,Elevage de poules,18.361137440758295
689,"Emboutissage, estampage et profilage des métaux",31.28148148148148
690,"Emboutissage, estampage et profilage des métaux; métallurgie des poudres",17.3671875
691,Ennoblissement textile,10.319283456269758
692,Enseignement artistique non classable par niveau,23.575342465753426
693,Enseignement culturel,7.54722850678733
694,Enseignement de disciplines sportives et d'activités de loisirs,6.2174964281789205
695,Enseignement de la conduite d'aéronefs et de bateaux,11.016248153618907
696,Enseignement de la conduite de véhicules à moteurs,12.706143597335307
697,Enseignement de promotion sociale,15.735849056603774
698,Enseignement fondamental communal,51.0
699,Enseignement fondamental communautaire,31.454545454545453
700,Enseignement fondamental international,40.4
701,Enseignement fondamental libre subventionné,39.24817518248175
702,Enseignement fondamental provincial,35.0
703,Enseignement maternel n.c.a.,8.9375
704,Enseignement maternel ordinaire communal subventionné,1.0
705,Enseignement maternel ordinaire communautaire,14.2
706,Enseignement maternel ordinaire libre subventionné,29.047619047619047
707,Enseignement maternel ordinaire provincial subventionné,1.0
708,Enseignement maternel spécialisé organisé par les pouvoirs publics,16.0
709,Enseignement par correspondance,24.639344262295083
710,Enseignement post-secondaire non supérieur,16.526315789473685
711,Enseignement primaire ordinaire communal subventionné,36.333333333333336
712,Enseignement primaire ordinaire communautaire,29.214285714285715
713,Enseignement primaire ordinaire libre subventionné,38.85015772870663
714,Enseignement primaire ordinaire n.c.a.,14.65625
715,Enseignement primaire ordinaire provincial subventionné,26.0
716,Enseignement primaire spécialisé libre subventionné,38.46666666666667
717,Enseignement primaire spécialisé organisé par les pouvoirs publics,33.28
718,Enseignement secondaire général auquel les codes 80.211 à 80.216 ne peuvent être attribués,41.0
719,Enseignement secondaire général communautaire,31.829896907216494
720,Enseignement secondaire général international,35.1875
721,Enseignement secondaire général libre subventionné,47.023633677991135
722,Enseignement secondaire général ordinaire communal subventionné,46.827586206896555
723,Enseignement secondaire général ordinaire communautaire,37.091575091575095
724,Enseignement secondaire général ordinaire libre subventionné,43.2398316970547
725,Enseignement secondaire général ordinaire provincial subventionné,36.0
726,Enseignement secondaire ordinaire général n.c.a.,22.934426229508198
727,Enseignement secondaire professionnel ou technique communautaire,32.12903225806452
728,Enseignement secondaire professionnel ou technique international,28.0
729,Enseignement secondaire professionnel ou technique libre subventionné,51.87619047619047
730,Enseignement secondaire professionnel ou technique organisé par les forces armées,93.0
731,Enseignement secondaire spécialisé libre subventionné,43.0
732,Enseignement secondaire spécialisé organisé par les pouvoirs publics,31.157894736842106
733,Enseignement secondaire technique et professionnel ordinaire communal subventionné,33.99726402188782
734,Enseignement secondaire technique et professionnel ordinaire communautaire,30.46846846846847
735,Enseignement secondaire technique et professionnel ordinaire libre subventionné,47.91111111111111
736,Enseignement secondaire technique et professionnel ordinaire provincial subventionné,44.9070796460177
737,"Enseignement secondaire technique, professionnel et spécialisé n.c.a.",8.391752577319588
738,Enseignement supérieur auquel les codes 83.301 à 80.306 ne peuvent être attribués,53.5
739,Enseignement supérieur communautaire,32.96296296296296
740,Enseignement supérieur international,25.636363636363637
741,Enseignement supérieur libre subventionné,36.976331360946745
742,Enseignement supérieur n.c.a.,12.320855614973262
743,Enseignement supérieur organisé par les pouvoirs publics,18.13131313131313
744,"Entreposage et stockage, y compris frigorifique",17.446070234113712
745,Entreposage frigorifique,31.94736842105263
746,Entreprise de gardiennage et service de sécurité,25.14809384164223
747,Entreprises d'assurances multibranches à prédominance non-vie,56.07142857142857
748,Entreprises d'assurances multibranches à prédominance vie,47.375
749,Entreprises de pompes funèbres,30.601176470588236
750,Entretien corporel,8.214939955220842
751,Entretien et réparation de machines de bureau et de matériel informatique,18.253569388920617
752,Entretien et réparation de véhicules automobiles,28.82063424947146
753,Entretien et réparation de véhicules automobiles n.c.a.,7.724063842848373
754,"Entretien et réparation général d'automobiles et d'autres véhicules automobiles légers ( = 3,5 tonnes )",17.086222271764576
755,"Entretien et réparation général d'autres véhicules automobiles ( > 3,5 tonnes )",11.264888041924726
756,"Entretien, réparation et commerce de détail de motocycles, y compris les pièces et accessoires",15.113914373088685
757,Estimation et évaluation de biens immobiliers,20.08282208588957
758,Estimation et évaluation de biens immobiliers pour compte de tiers,8.725080691095501
759,Etablissements pénitentiaires,53.0
760,Experts en dommages et risques,26.534516765285996
761,Experts-comptables,26.842509025270758
762,Exploitation d'autres installations sportives,29.157099697885197
763,"Exploitation d'infrastructures de plage, de bicyclettes, pédalos, poneys et similaires",27.733009708737864
764,Exploitation de centres de fitness et salles de gymnastique,23.640432098765434
765,Exploitation de domaines récréatifs,18.16957210776545
766,Exploitation de laiteries et fabrication de fromage,14.61525704809287
767,"Exploitation de parcs de récréation, lunaparcs et similaires",30.782608695652176
768,"Exploitation de ports fluviaux, voies fluviales et écluses",19.0
769,"Exploitation de pépinières, sauf pépinières forestières",18.51015531660693
770,Exploitation de salles de billard et de snooker,15.905027932960893
771,Exploitation de salles de billards,22.98507462686567
772,"Exploitation de salles de théâtre, de concert et similaires",27.50542299349241
773,Exploitation de taxis,27.15900802334063
774,Exploitation de terrains de camping,33.25107296137339
775,Exploitation forestière,20.175598247387935
776,Extraction d'ardoise,11.242654683719323
777,Extraction d'argiles et de kaolin,28.75
778,Extraction d'autres minerais de métaux non ferreux,18.0
779,Extraction de gaz naturel,6.333333333333333
780,Extraction de gravier,24.06896551724138
781,Extraction de houille,21.6
782,Extraction de minerais d'uranium et de thorium,29.90740740740741
783,Extraction de minerais de fer,24.69954128440367
784,"Extraction de minerais de métaux non ferreux, à l'exclusion des minerais d'uranium et de thorium",27.307116104868914
785,Extraction de minerais métalliques,15.0
786,Extraction de minéraux pour l'industrie chimique et d'engrais naturels,40.0
787,"Extraction de pierres calcaires, de gypse et de craie",41.146341463414636
788,"Extraction de pierres calcaires, de gypse, de craie et d'ardoise",30.526881720430108
789,Extraction de pierres ornementales et de construction,21.859353023909986
790,Extraction de pierres à ciment,32.0
791,Extraction de pétrole brut,9.0
792,Extraction de pétrole brut et de gaz naturel,41.857142857142854
793,Extraction de sable,34.26744186046512
794,Extraction de tourbe,16.0
795,Extraction des minéraux chimiques et d'engrais minéraux,43.0
796,Extraction et agglomération de la houille,60.36363636363637
797,Extraction et agglomération de la tourbe,19.5
798,Extraction et agglomération du lignite,14.162393162393162
799,"FAB. PORTES, FENêTRES, VOLETS, CLôTUR,..",19.0
800,Fabrication article en bois (contruction),16.69090909090909
801,Fabrication artisanale de pain et de pâtisserie fraîche,15.623180212014134
802,Fabrication d'accumulateurs et de piles électriques,45.57142857142857
803,Fabrication d'aliments homogénéisés et diététiques,13.695852534562212
804,Fabrication d'aliments pour animaux de compagnie,15.146596858638743
805,Fabrication d'aliments pour animaux de ferme,31.836363636363636
806,"Fabrication d'appareils autres qu'électriques pour la mesure, la vérification, le contrôle et la navigation",29.0
807,Fabrication d'appareils d'éclairage,28.11294117647059
808,Fabrication d'appareils d'éclairage électrique,17.23051224944321
809,Fabrication d'appareils d'émission et de transmission,26.125
810,Fabrication d'appareils de filtrage,22.012820512820515
811,Fabrication d'appareils de pesage,24.09259259259259
812,Fabrication d'appareils de projection de matières liquides ou en poudre,20.816326530612244
813,"Fabrication d'appareils de projection, y compris les extincteurs",27.875
814,"Fabrication d'appareils de réception, enregistrement ou reproduction du son et de l'image",17.814968814968815
815,Fabrication d'appareils de téléphonie,36.54054054054054
816,Fabrication d'appareils ménagers non électriques,22.419047619047618
817,"Fabrication d'appareils non-électriques pour la médecine, l'art dentaire et l'art vétérinaire",25.79
818,Fabrication d'appareils sanitaires en céramique,15.522727272727273
819,Fabrication d'appareils électriques de signalisation et d'alarme,30.075949367088608
820,"Fabrication d'appareils électriques pour la mesure, la vérification, le contrôle et la navigation",35.945945945945944
821,"Fabrication d'appareils électriques pour la médecine, l'art dentaire et l'art vétérinaire",26.21186440677966
822,Fabrication d'appareils électroménagers,27.32917705735661
823,Fabrication d'armes et de munitions,24.348484848484848
824,Fabrication d'armes lourdes et d'armes de guerre,22.6
825,Fabrication d'armes légères et d'armes de sport,35.5
826,Fabrication d'articles chaussants à mailles,9.451612903225806
827,"Fabrication d'articles confectionnés pour l'ammeublement : rideaux, tours de lit, stores, housses pour meubles, etc.",12.0
828,Fabrication d'articles céramiques à usage domestique ou ornemental,7.714114832535885
829,Fabrication d'articles d'orfèvrerie,16.076712328767123
830,Fabrication d'articles de bijouterie de fantaisie et d'articles similaires,6.117549668874172
831,Fabrication d'articles de brosserie,39.95238095238095
832,Fabrication d'articles de joaillerie et de bijouterie,9.415539234634712
833,Fabrication d'articles de ménage,40.7
834,Fabrication d'articles de papeterie,17.015
835,Fabrication d'articles de robinetterie,41.333333333333336
836,Fabrication d'articles de sport,19.323843416370106
837,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",13.508620689655173
838,Fabrication d'articles en fils métalliques,35.095238095238095
839,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",23.76595744680851
840,Fabrication d'articles en fourrure,19.4
841,Fabrication d'articles en papier à usage sanitaire ou domestique,28.82608695652174
842,Fabrication d'articles métalliques à usage ménager et sanitaire,14.734463276836157
843,Fabrication d'articles orthopédiques et de prothèses,30.21840490797546
844,Fabrication d'articles sanitaires,34.0
845,Fabrication d'autres articles de robinetterie,26.53191489361702
846,Fabrication d'autres articles en caoutchouc,29.38095238095238
847,Fabrication d'autres articles en matières plastiques,22.521150592216582
848,Fabrication d'autres articles en métaux précieux,6.03932584269663
849,Fabrication d'autres articles en papier ou en carton,21.248447204968944
850,Fabrication d'autres articles métalliques n.c.a.,16.261665682220908
851,"Fabrication d'autres articles métalliques, n.d.a.",32.29602888086642
852,"Fabrication d'autres articles textiles confectionnés, sauf habillement",13.039753255654558
853,Fabrication d'autres articles à mailles,6.359649122807017
854,Fabrication d'autres fils et de câbles électroniques ou électriques,19.184466019417474
855,Fabrication d'autres machines d'usage général n.c.a.,22.16885964912281
856,Fabrication d'autres machines d'usage spécifique n.c.a.,15.359467455621301
857,Fabrication d'autres machines pour industries spécifiques,29.758793969849247
858,Fabrication d'autres machines à usage général n.d.a.,30.407185628742514
859,Fabrication d'autres machines-outils,13.813725490196079
860,Fabrication d'autres machines-outils n.d.a.,34.906474820143885
861,Fabrication d'autres matériels de transport n.d.a.,29.88888888888889
862,Fabrication d'autres matériels électriques,17.292792792792792
863,Fabrication d'autres matériels électriques n.d.a.,31.35114503816794
864,Fabrication d'autres meubles de cuisine,25.844346549192363
865,Fabrication d'autres meubles n.c.a.,5.991353001017294
866,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",12.701639344262295
867,"Fabrication d'autres ouvrages en béton, en plâtre ou en ciment",31.083333333333332
868,Fabrication d'autres pompes et de compresseurs,16.97222222222222
869,Fabrication d'autres produits alimentaires n.c.a.,12.115583075335397
870,Fabrication d'autres produits chimiques,32.922413793103445
871,Fabrication d'autres produits chimiques inorganiques de base,30.948275862068964
872,Fabrication d'autres produits chimiques n.c.a.,21.106583072100314
873,Fabrication d'autres produits chimiques organiques de base,29.472668810289388
874,Fabrication d'autres produits céramiques,5.929577464788732
875,Fabrication d'autres produits céramiques autres que pour la construction,21.555555555555557
876,Fabrication d'autres produits céramiques à usage technique,15.930232558139535
877,Fabrication d'autres produits en terre cuite pour la construction,35.564516129032256
878,Fabrication d'autres produits minéraux non métalliques n.c.a.,25.21551724137931
879,Fabrication d'autres produits pharmaceutiques,16.338028169014084
880,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",22.083783783783783
881,Fabrication d'autres textiles n.c.a.,5.873684210526315
882,Fabrication d'autres textiles techniques et industriels,19.990066225165563
883,Fabrication d'autres vêtements de dessus,11.242654683719323
884,Fabrication d'autres vêtements et accessoires n.c.a.,6.998184294144348
885,Fabrication d'autres vêtements et accessoires n.d.a.,28.274725274725274
886,Fabrication d'autres équipements de transport n.c.a.,17.9
887,Fabrication d'autres équipements pour véhicules automobiles,20.65024630541872
888,Fabrication d'emballages en bois,22.38475836431227
889,Fabrication d'emballages en matières plastiques,29.69414204250907
890,Fabrication d'emballages légers en métal,33.888888888888886
891,Fabrication d'emballages métalliques légers,14.0
892,Fabrication d'engrais,41.241379310344826
893,Fabrication d'engrenages et d'organes mécaniques de transmission,25.44360902255639
894,Fabrication d'huiles essentielles,12.398843930635838
895,Fabrication d'huiles et de graisses,22.583333333333332
896,Fabrication d'huiles et de graisses raffinées,37.166666666666664
897,Fabrication d'instruments d'optique et de matériel photographique,29.582089552238806
898,Fabrication d'instruments de musique,16.51916932907348
899,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation",21.311720698254366
900,Fabrication d'instruments et de fournitures à usage médical et dentaire,18.15299539170507
901,Fabrication d'isolateurs et de pièces isolantes en céramique,20.03846153846154
902,Fabrication d'isolateurs et pièces isolantes en céramique,34.4375
903,Fabrication d'objets divers en bois,13.297586070439255
904,"Fabrication d'objets en liège, vannerie et sparterie",13.236842105263158
905,"Fabrication d'objets en liège, vannerie ou sparterie",33.875
906,Fabrication d'ordinateurs et d'autres équipements informatiques,23.105058365758754
907,Fabrication d'ordinateurs et d'équipements périphériques,13.24586776859504
908,Fabrication d'organes mécaniques de transmission de l'énergie,34.16949152542373
909,Fabrication d'outillage,32.72222222222222
910,Fabrication d'outillage portatif à moteur incorporé,21.942857142857143
